PUNTO;A 2023_0089 1;A 2024_0092 3;A 2024_0098 3;A 2024_0116 3;A 2024_0079 3;A 2024_0105 3;B 2023_0089 23;B 2024_0092 19;B 2024_0098 19;B 2024_0116 19;B 2024_0079 19;B 2024_0105 19;C 2023_0089 25;C 2024_0092 26;C 2024_0098 26;C 2024_0116 26;C 2024_0079 26;C 2024_0105 26;D 2023_0089 26;D 2024_0092 27;D 2024_0098 27;D 2024_0116 27;D 2024_0079 27;D 2024_0105 27;E 2023_0089 43;E 2024_0092 41;E 2024_0098 41;E 2024_0116 41;E 2024_0079 41;E 2024_0105 41;F 2023_0089 50;F 2024_0092 50;F 2024_0098 50;F 2024_0116 50;F 2024_0079 50;F 2024_0105 50;G 2023_0089 64;G 2024_0092 64;G 2024_0098 64;G 2024_0116 64;G 2024_0079 64;G 2024_0105 64;H 2023_0089 43;H 2024_0092 41;H 2024_0098 41;H 2024_0116 41;H 2024_0079 41;H 2024_0105 41;I 2023_0089 45;I 2024_0092 47;I 2024_0098 47;I 2024_0116 47;I 2024_0079 46;I 2024_0105 47;J 2023_0089 46;J 2024_0092 48;J 2024_0098 48;J 2024_0116 48;J 2024_0079 47;J 2024_0105 48;
95;-530.98;-507.14;-528.27;-494.64;-485.34;-504.15;-526.25;-503.13;-516.27;-514.1;-499.2;-515.56;-534.03;-499.22;-533.85;-516.91;-520.17;-504.6;-541.11;-518.66;-508.85;-518.11;-375.88;-520.95;-528.93;-518.47;-501.31;-535.16;-415.76;-522.72;-499.43;-499.47;-482.45;-515.49;-449.28;-507.77;-511.36;-487.33;-502.97;-497.97;-445.47;-491.75;-528.93;-518.47;-501.31;-535.16;-415.76;-522.72;-530.21;-511.62;-509.83;-454.25;-510.96;-498.79;-502.58;-523.96;-527.25;-537.64;-504.56;-539.3;
96;-530.89;-506.18;-528.02;-492.82;-484.22;-503.36;-525.17;-503.21;-515.94;-512.73;-499.25;-515.69;-533.44;-498.05;-533.14;-515.66;-519.54;-503.85;-540.23;-517.82;-508.06;-518.11;-375.42;-520.49;-528.01;-517.84;-500.23;-534.2;-414.21;-521.93;-497.84;-499.05;-481.32;-514.62;-448.95;-507.19;-510.78;-487.03;-501.97;-496.67;-444.39;-491.33;-528.01;-517.84;-500.23;-534.2;-414.21;-521.93;-529.55;-510.79;-509;-453.62;-510.34;-498.13;-501.54;-523.46;-526.71;-536.47;-504.19;-539.22;
97;-529.93;-505.73;-527.6;-491.78;-482.35;-502.86;-524.21;-503.54;-515.65;-511.56;-499.29;-515.61;-532.56;-497.14;-532.68;-514.78;-519.42;-503.27;-539.48;-516.82;-507.51;-518.07;-375.09;-520.16;-527.34;-517.3;-499.52;-533.57;-412.84;-521.39;-496.64;-498.68;-480.32;-513.82;-448.57;-506.94;-510.23;-486.7;-501.35;-495.8;-442.51;-490.79;-527.34;-517.3;-499.52;-533.57;-412.84;-521.39;-528.67;-510.29;-508.46;-453.21;-509.3;-497.67;-500.58;-523.54;-526.42;-535.01;-503.65;-538.39;
98;-527.93;-504.9;-527.15;-490.37;-481.15;-502.11;-522.66;-502.67;-515.06;-510.01;-499.37;-515.36;-531.13;-496.14;-531.72;-513.32;-519;-502.39;-538.36;-516.28;-506.85;-518.03;-375.09;-519.45;-526.34;-516.63;-498.64;-532.53;-412.42;-520.43;-494.92;-498.26;-479.15;-512.99;-447.95;-506.36;-509.52;-486.37;-500.34;-494.96;-441.13;-490.29;-526.34;-516.63;-498.64;-532.53;-412.42;-520.43;-527.71;-509.25;-507.72;-452.79;-508.59;-496.67;-499.03;-522.04;-525.13;-533.93;-503.4;-538.1;
99;-526.51;-504.36;-526.86;-489.33;-479.28;-501.49;-521.58;-502.33;-514.85;-509.01;-499.62;-515.19;-529.87;-495.38;-530.89;-512.41;-518.33;-501.85;-537.56;-515.94;-506.22;-517.95;-374.71;-519.2;-525.42;-516.17;-498.06;-531.74;-412.17;-519.97;-493.59;-498.01;-478.28;-512.36;-447.32;-505.98;-508.81;-486.12;-499.63;-494.42;-439.01;-489.75;-525.42;-516.17;-498.06;-531.74;-412.17;-519.97;-527;-508.79;-507.09;-452.55;-507.71;-496.18;-497.86;-522.16;-524.54;-533.63;-502.94;-537.09;
100;-524.34;-503.94;-526.32;-487.67;-478.08;-500.7;-520.66;-502;-514.56;-507.63;-499.91;-514.85;-529.28;-494.22;-530.22;-511.32;-517.95;-500.81;-536.44;-515.23;-505.38;-517.57;-374.34;-518.36;-524.25;-515.54;-497.31;-530.78;-412.13;-519.09;-491.67;-498.1;-477.11;-511.53;-446.78;-505.23;-508.1;-485.95;-498.63;-493.83;-437.55;-489.29;-524.25;-515.54;-497.31;-530.78;-412.13;-519.09;-526.21;-507.96;-506.39;-452.21;-507.17;-495.26;-496.32;-521.25;-522.92;-532.42;-502.65;-536.39;
101;-523.26;-503.36;-525.94;-486.51;-476;-500.12;-519.91;-501.17;-514.1;-506.42;-500.29;-514.4;-528.52;-493.51;-529.8;-510.45;-517.16;-500.31;-535.69;-514.73;-504.93;-517.57;-373.54;-517.95;-523.59;-515.08;-496.81;-529.94;-412.29;-518.59;-490.38;-498.1;-476.36;-510.9;-445.9;-504.9;-507.56;-485.95;-498.09;-493.67;-435.21;-489.04;-523.59;-515.08;-496.81;-529.94;-412.29;-518.59;-525.62;-507.51;-505.64;-452.09;-506.21;-494.6;-495.53;-521.33;-522.04;-531.38;-502.07;-535.93;
102;-522.25;-503.07;-525.44;-484.93;-474.72;-499.37;-518.95;-501;-513.48;-504.55;-500.5;-513.94;-528.23;-492.46;-529.18;-509.36;-516.7;-499.35;-534.93;-514.23;-504.43;-517.2;-373.08;-517.32;-522.67;-514.42;-496.22;-528.73;-412.21;-517.67;-488.58;-497.93;-475.48;-510.24;-445.24;-504.35;-506.73;-485.91;-496.96;-493.42;-433.46;-488.41;-522.67;-514.42;-496.22;-528.73;-412.21;-517.67;-524.71;-506.97;-504.81;-451.8;-505.54;-493.77;-494.19;-521.83;-522;-530.34;-501.9;-535.72;
103;-522.09;-502.61;-525.03;-483.56;-472.64;-498.71;-518.2;-500.25;-513.27;-503.42;-500.96;-513.73;-527.64;-491.84;-528.76;-508.57;-516.29;-498.64;-534.31;-513.94;-503.76;-516.95;-372.46;-517.03;-521.92;-513.87;-495.72;-528.06;-412.13;-517.13;-487.08;-497.8;-474.86;-509.65;-444.03;-503.94;-506.1;-485.91;-496.21;-493.25;-431.12;-488.29;-521.92;-513.87;-495.72;-528.06;-412.13;-517.13;-524.16;-506.59;-504.27;-451.63;-504.46;-493.14;-493.44;-521.46;-521.12;-529.55;-501.36;-534.88;
104;-520.42;-502.2;-524.45;-482.06;-471.27;-497.84;-516.99;-500.04;-513.14;-502.08;-501.29;-513.73;-527.05;-490.84;-527.55;-507.4;-515.99;-497.68;-533.47;-513.73;-503.3;-516.4;-372.08;-516.61;-520.92;-513.08;-495.3;-526.9;-412.08;-516.25;-484.95;-497.55;-473.94;-508.94;-443.61;-503.56;-505.31;-485.78;-495.3;-493.42;-429.54;-487.95;-520.92;-513.08;-495.3;-526.9;-412.08;-516.25;-523.29;-505.97;-503.48;-451.3;-503.83;-492.36;-492.11;-521.33;-520.08;-528.38;-501.16;-533.59;
105;-519.71;-501.78;-524.07;-480.78;-469.07;-497.42;-516.11;-499.91;-513.06;-500.96;-501.92;-513.64;-526.12;-490.13;-526.97;-506.73;-515.24;-497.35;-532.72;-513.48;-502.63;-516.15;-371.67;-516.4;-520.16;-512.58;-494.63;-526.14;-412.21;-515.75;-483.37;-497.64;-473.4;-508.44;-443.28;-503.23;-504.73;-485.78;-494.42;-493.63;-427.2;-487.49;-520.16;-512.58;-494.63;-526.14;-412.21;-515.75;-522.7;-505.6;-502.82;-451.26;-502.91;-491.9;-490.94;-521.04;-520.37;-527.29;-500.91;-533.01;
106;-518.46;-501.28;-523.29;-479.07;-467.74;-496.8;-514.77;-498.95;-512.73;-499.5;-502.25;-513.56;-524.99;-489.25;-526.05;-505.65;-514.91;-496.72;-531.6;-513.23;-502;-515.57;-371.46;-516.28;-519.04;-511.91;-494.3;-524.89;-412.04;-514.88;-481.2;-497.34;-472.81;-507.98;-442.65;-502.68;-503.89;-485.61;-493.46;-493.92;-425.61;-487.37;-519.04;-511.91;-494.3;-524.89;-412.04;-514.88;-521.66;-504.98;-501.99;-451.38;-502.29;-491.07;-489.52;-520.45;-519.25;-526.13;-500.74;-532.63;
107;-517.71;-501.03;-522.75;-478.49;-465.71;-496.39;-514.02;-498.49;-512.6;-498.58;-502.63;-513.48;-523.94;-488.63;-525.34;-504.81;-514.41;-496.14;-530.8;-512.98;-501.55;-515.19;-371.04;-516.11;-518.16;-511.62;-494.01;-524.02;-411.71;-514.25;-479.61;-497.3;-472.4;-507.61;-442.23;-502.35;-503.26;-485.61;-492.87;-494.25;-423.28;-487.12;-518.16;-511.62;-494.01;-524.02;-411.71;-514.25;-520.91;-504.56;-501.41;-451.38;-501.2;-490.53;-488.44;-519.62;-518.62;-525.17;-500.33;-531.88;
108;-515.87;-500.58;-522.12;-476.58;-464.46;-495.6;-512.94;-498.24;-512.81;-497.2;-503;-513.31;-522.76;-487.92;-524.34;-503.98;-514.24;-495.59;-529.76;-512.69;-500.59;-514.86;-371;-515.65;-517.03;-511.2;-493.38;-522.89;-411.63;-513.67;-477.28;-497.18;-471.81;-507.19;-441.94;-502.02;-502.51;-485.61;-491.75;-494.71;-421.61;-486.87;-517.03;-511.2;-493.38;-522.89;-411.63;-513.67;-519.95;-504.06;-500.7;-451.47;-500.49;-489.82;-486.81;-520;-517.12;-524.38;-500.12;-531.51;
109;-514.2;-500.37;-521.46;-475.46;-462.76;-494.97;-512.31;-497.99;-512.73;-496.2;-503.25;-513.06;-522.34;-487.5;-523.71;-503.48;-513.87;-495.01;-528.97;-512.56;-500.04;-514.11;-371.04;-515.53;-516.24;-510.91;-492.97;-522.1;-410.96;-513.21;-475.73;-497.26;-471.44;-506.86;-441.4;-501.68;-501.8;-485.61;-491.12;-494.96;-419.4;-486.62;-516.24;-510.91;-492.97;-522.1;-410.96;-513.21;-519.28;-503.77;-500.04;-451.59;-499.53;-489.45;-485.6;-519.08;-516.91;-523.54;-499.83;-531.51;
110;-512.82;-500.45;-520.67;-474.01;-461.76;-494.06;-511.48;-497.2;-512.48;-495.11;-503.63;-512.48;-521.5;-486.92;-522.88;-502.73;-513.49;-494.3;-528.09;-512.19;-499.21;-513.44;-371.71;-515.03;-515.36;-510.45;-492.34;-521.18;-410.58;-512.62;-473.52;-497.34;-470.98;-506.48;-441.23;-501.27;-501.05;-485.74;-490.29;-495.46;-417.81;-486.49;-515.36;-510.45;-492.34;-521.18;-410.58;-512.62;-518.4;-503.48;-499.08;-451.76;-498.87;-488.95;-483.68;-519.37;-515.87;-522.96;-499.66;-530.63;
111;-512.2;-500.25;-519.96;-473.14;-460.19;-493.35;-511.1;-496.99;-512.52;-494.36;-503.75;-512.27;-521.24;-486.58;-522.25;-502.18;-512.87;-493.76;-527.43;-512.06;-498.92;-513.27;-372.5;-514.86;-514.66;-510.12;-491.71;-520.43;-409.75;-511.95;-472.06;-497.34;-470.6;-506.23;-440.86;-500.93;-500.64;-486.03;-489.66;-495.96;-415.6;-486.28;-514.66;-510.12;-491.71;-520.43;-409.75;-511.95;-517.78;-503.27;-498.54;-451.92;-497.7;-488.54;-482.55;-519.16;-515.58;-521.91;-499.37;-530.34;
112;-511.53;-499.83;-519.13;-471.64;-459.19;-492.48;-510.18;-496.45;-512.81;-493.49;-503.71;-511.85;-520.28;-486.25;-521.5;-501.73;-512.57;-493.34;-526.72;-511.98;-498.16;-512.56;-372.92;-514.27;-513.65;-509.66;-490.88;-519.55;-409.25;-511.25;-469.85;-497.34;-470.14;-505.81;-440.81;-500.39;-500.01;-486.12;-488.83;-496.76;-413.8;-486.12;-513.65;-509.66;-490.88;-519.55;-409.25;-511.25;-516.86;-503.15;-497.59;-452.17;-497.11;-488.12;-480.76;-519.08;-514.95;-521.04;-499.21;-529.5;
113;-510.78;-499.62;-518.59;-470.98;-457.74;-491.9;-509.72;-496.32;-512.73;-492.48;-503.54;-511.47;-519.77;-485.91;-520.75;-501.35;-512.28;-492.96;-526.13;-511.85;-497.71;-512.23;-373.38;-513.9;-513.15;-509.41;-490.09;-519.01;-408.79;-510.74;-468.22;-497.39;-469.85;-505.6;-440.61;-499.97;-499.47;-486.12;-488.33;-497.21;-411.72;-485.95;-513.15;-509.41;-490.09;-519.01;-408.79;-510.74;-516.36;-502.94;-496.84;-452.42;-495.95;-487.91;-479.63;-518.95;-514.62;-520.58;-498.87;-529.84;
114;-510.57;-499.17;-517.64;-470.15;-456.99;-491.03;-509.18;-495.66;-512.81;-491.73;-503.54;-511.52;-518.63;-485.5;-519.79;-500.56;-511.78;-492.34;-525.21;-511.6;-496.37;-511.81;-373.63;-513.52;-512.19;-509.08;-489.21;-518.38;-408.45;-509.95;-466.05;-497.26;-469.48;-505.27;-440.56;-499.51;-498.8;-486.24;-487.74;-497.88;-410.3;-485.74;-512.19;-509.08;-489.21;-518.38;-408.45;-509.95;-515.27;-502.82;-496.09;-452.63;-495.53;-487.58;-477.8;-518.12;-513.62;-519.83;-498.75;-528.75;
115;-509.86;-498.79;-516.89;-469.65;-456.04;-490.41;-508.64;-495.32;-512.89;-491.19;-503.46;-511.56;-517.96;-485.2;-519.08;-500.06;-511.61;-491.92;-524.63;-511.48;-495.54;-511.48;-373.54;-513.44;-511.61;-508.78;-488.63;-517.96;-408.45;-509.37;-464.64;-497.18;-469.1;-505.1;-440.65;-499.22;-498.38;-486.24;-487.45;-498.47;-408.3;-485.53;-511.61;-508.78;-488.63;-517.96;-408.45;-509.37;-514.65;-502.65;-495.39;-452.92;-494.53;-487.54;-476.55;-518.49;-513.37;-520.04;-498.46;-528.34;
116;-509.4;-498.13;-515.73;-468.86;-455.41;-489.7;-508.05;-494.82;-512.98;-490.4;-503.25;-511.56;-516.87;-484.75;-518.04;-499.43;-511.15;-491.5;-523.5;-511.35;-494.83;-511.06;-373.25;-513.19;-510.77;-508.45;-487.54;-517.63;-408.16;-508.95;-462.38;-497.14;-468.77;-504.77;-440.52;-498.93;-497.8;-486.32;-487.03;-499.26;-406.92;-485.53;-510.77;-508.45;-487.54;-517.63;-408.16;-508.95;-513.56;-502.4;-494.6;-453.33;-493.98;-487.54;-474.84;-518.04;-511.99;-519.79;-498.29;-529.09;
117;-508.9;-497.67;-515.02;-468.49;-454.67;-489.12;-507.93;-494.74;-513.02;-489.65;-503.09;-511.27;-516.49;-484.62;-517.37;-499.01;-510.65;-491.3;-522.88;-511.1;-494.2;-510.64;-373.08;-513.15;-510.15;-508.24;-486.96;-517.34;-408.08;-508.57;-461.01;-496.97;-468.47;-504.52;-440.4;-498.64;-497.3;-486.32;-486.82;-499.76;-405.08;-485.36;-510.15;-508.24;-486.96;-517.34;-408.08;-508.57;-512.81;-502.36;-493.89;-453.54;-492.82;-487.46;-473.71;-517.62;-511.45;-520.2;-498.17;-528.13;
118;-507.73;-497.22;-513.95;-467.82;-454;-488.62;-508.14;-494.78;-513.14;-489.06;-503;-511.31;-515.82;-484.29;-516.29;-498.51;-510.15;-490.92;-522.29;-510.98;-493.2;-510.31;-372.54;-512.98;-509.36;-508.12;-486.08;-517.17;-408.2;-508.16;-459.59;-496.76;-468.35;-504.02;-440.65;-498.43;-496.8;-486.45;-486.49;-500.55;-403.75;-485.36;-509.36;-508.12;-486.08;-517.17;-408.2;-508.16;-511.85;-502.32;-493.19;-453.92;-492.19;-487.04;-472.54;-517.95;-510.78;-519.66;-498;-528.09;
119;-507.61;-496.63;-512.87;-467.62;-453.13;-487.96;-508.18;-494.53;-513.39;-488.27;-503;-510.97;-515.48;-484.12;-515.24;-498.14;-509.57;-490.59;-521.75;-510.77;-492.74;-509.77;-371.87;-513.06;-508.65;-508.03;-485.58;-516.88;-408.04;-507.82;-458.5;-496.64;-468.06;-503.81;-440.81;-498.18;-496.42;-486.16;-486.45;-501.1;-401.91;-485.41;-508.65;-508.03;-485.58;-516.88;-408.04;-507.82;-511.23;-502.24;-492.56;-454;-491.31;-487.25;-471.75;-517.7;-510.82;-519.95;-497.79;-527.92;
120;-507.4;-496.18;-511.62;-467.33;-452.71;-487.29;-508.43;-494.24;-513.27;-487.89;-503.04;-510.56;-515.06;-483.83;-514.28;-497.72;-509.19;-490.17;-521.21;-510.6;-491.95;-509.39;-371.29;-512.9;-507.81;-507.82;-485.16;-516.84;-408.04;-507.41;-457.29;-496.13;-468.06;-503.48;-440.94;-497.89;-496.05;-485.24;-486.41;-501.97;-400.83;-485.45;-507.81;-507.82;-485.16;-516.84;-408.04;-507.41;-510.6;-502.24;-491.65;-454.41;-490.65;-487.54;-470.66;-517.74;-510.03;-519.54;-497.71;-528.71;
121;-506.98;-495.51;-510.79;-467.45;-451.93;-486.63;-508.35;-494.2;-513.35;-487.64;-502.83;-510.26;-514.51;-483.45;-513.7;-497.39;-508.53;-489.84;-520.75;-510.52;-491.07;-509.31;-370.37;-512.77;-507.31;-507.66;-484.66;-516.67;-407.91;-507.03;-456.54;-495.55;-467.89;-503.19;-441.15;-497.59;-495.8;-484.66;-486.2;-502.6;-399.41;-485.53;-507.31;-507.66;-484.66;-516.67;-407.91;-507.03;-509.97;-502.15;-491.07;-454.62;-489.81;-487.71;-470;-517.16;-509.36;-519.41;-497.5;-527.38;
122;-506.48;-494.72;-509.75;-467.41;-451.39;-486.42;-508.22;-493.4;-513.18;-487.27;-502.83;-510.01;-514.09;-483.2;-512.87;-496.84;-508.11;-489.34;-520.46;-510.1;-490.65;-509.1;-369.91;-512.81;-506.39;-507.45;-483.87;-516.71;-408.29;-506.65;-455.46;-494.88;-467.64;-502.89;-441.27;-497.14;-495.59;-483.7;-486.16;-503.22;-398.07;-485.74;-506.39;-507.45;-483.87;-516.71;-408.29;-506.65;-509.35;-501.99;-490.61;-454.99;-489.15;-488.08;-468.91;-516.95;-509.24;-519.5;-497.42;-527.54;
123;-505.77;-494.14;-508.8;-467.29;-450.85;-486.42;-508.43;-493.11;-513.39;-488.1;-502.88;-509.8;-513.8;-483.08;-512.24;-496.43;-507.44;-489.13;-520;-509.98;-490.15;-509.1;-368.79;-512.81;-506.1;-507.36;-483.58;-516.8;-408.79;-506.2;-454.25;-494.34;-467.56;-502.6;-441.52;-496.84;-495.38;-483.03;-485.95;-503.72;-396.36;-485.87;-506.1;-507.36;-483.58;-516.8;-408.79;-506.2;-508.89;-501.95;-490.49;-455.41;-488.35;-488.37;-468.24;-517.16;-509.15;-519.16;-497.25;-528.25;
124;-505.77;-493.02;-507.64;-467.08;-450.47;-486.26;-508.35;-492.69;-513.35;-489.65;-502.83;-509.97;-513.12;-482.7;-511.24;-496.09;-506.98;-488.71;-519.54;-509.68;-489.69;-508.64;-368.08;-512.9;-505.39;-507.11;-483.58;-516.67;-409.04;-505.95;-453.79;-493.38;-467.43;-502.31;-441.77;-496.59;-495;-482.23;-486.07;-504.1;-395.24;-486.03;-505.39;-507.11;-483.58;-516.67;-409.04;-505.95;-508.14;-501.9;-490.07;-455.7;-487.77;-488.87;-467.2;-515.95;-507.94;-519.66;-497.13;-528.04;
125;-505.19;-492.32;-506.97;-466.66;-449.68;-485.68;-508.39;-492.03;-513.27;-490.44;-502.83;-510.14;-512.75;-482.41;-510.7;-495.72;-506.52;-488.5;-519.29;-509.52;-489.23;-508.72;-366.82;-512.94;-504.89;-506.82;-483.2;-516.71;-409.75;-505.86;-453.08;-492.76;-467.39;-502.23;-441.94;-496.47;-494.88;-481.57;-485.99;-504.39;-393.69;-486.24;-504.89;-506.82;-483.2;-516.71;-409.75;-505.86;-507.55;-501.7;-489.57;-456.07;-486.89;-489.24;-466.41;-516.53;-508.44;-519.12;-496.96;-529.05;
126;-505.14;-491.11;-505.77;-465.83;-449.14;-485.05;-509.06;-491.86;-513.44;-491.61;-502.83;-510.14;-512.41;-481.91;-509.94;-495.47;-506.23;-488.54;-518.91;-509.14;-488.77;-508.68;-366.11;-512.98;-504.56;-506.74;-482.74;-516.75;-410.41;-505.74;-453.96;-491.75;-467.31;-502.18;-442.23;-496.22;-494.67;-480.82;-485.99;-504.56;-392.77;-486.49;-504.56;-506.74;-482.74;-516.75;-410.41;-505.74;-507.01;-501.49;-489.08;-456.66;-486.31;-489.78;-465.74;-515.7;-506.57;-519.12;-496.92;-527.96;
127;-504.77;-490.16;-505.1;-465.58;-448.27;-484.8;-509.6;-491.27;-513.48;-492.28;-502.83;-510.26;-512.37;-481.62;-509.53;-495.09;-505.48;-488.71;-518.83;-508.85;-488.48;-508.72;-364.82;-513.06;-504.26;-506.61;-482.53;-516.8;-411.17;-505.57;-454.79;-491.25;-467.26;-502.23;-442.52;-496.18;-494.46;-480.32;-485.91;-504.73;-391.77;-486.57;-504.26;-506.61;-482.53;-516.8;-411.17;-505.57;-506.63;-501.24;-488.66;-457.11;-485.77;-490.2;-465.11;-515.95;-506.53;-519.62;-496.8;-527.92;
128;-504.43;-488.75;-503.98;-465.67;-447.86;-484.6;-510.22;-491.19;-513.52;-493.44;-502.96;-510.43;-512.28;-481.2;-508.65;-494.8;-504.9;-488.54;-518.87;-508.47;-487.86;-508.68;-363.99;-513.06;-504.14;-506.36;-481.57;-516.84;-411.96;-505.4;-455.96;-490.71;-467.22;-502.1;-442.69;-496.09;-494.29;-479.94;-485.82;-504.52;-391.02;-486.74;-504.14;-506.36;-481.57;-516.84;-411.96;-505.4;-506.3;-501.03;-488.33;-457.65;-485.27;-490.65;-464.82;-514.87;-506.65;-519.04;-496.76;-528.88;
129;-504.27;-487.88;-503.23;-465.71;-447.23;-484.43;-510.68;-490.94;-513.48;-493.9;-503;-510.43;-512.37;-480.95;-508.44;-494.76;-504.44;-488.63;-518.83;-508.22;-487.61;-508.72;-362.44;-513.15;-504.01;-506.24;-480.11;-516.84;-412.88;-505.44;-456.63;-490.29;-467.31;-502.18;-443.11;-496.01;-494.17;-479.65;-485.7;-504.39;-390.15;-486.82;-504.01;-506.24;-480.11;-516.84;-412.88;-505.44;-506.09;-500.82;-488.04;-458.07;-484.56;-490.82;-464.82;-514.53;-505.98;-518.49;-496.59;-528.71;
130;-503.64;-486.26;-502.28;-465.71;-446.86;-484.18;-511.52;-490.69;-513.85;-494.57;-503.04;-510.01;-512.37;-480.7;-507.53;-494.63;-504.15;-488.71;-518.96;-507.81;-487.19;-508.77;-361.32;-513.11;-503.89;-505.99;-477.73;-516.75;-413.5;-505.24;-457.13;-489.71;-467.47;-502.18;-443.44;-495.51;-494.09;-479.11;-485.74;-504.06;-389.6;-487.03;-503.89;-505.99;-477.73;-516.75;-413.5;-505.24;-506.01;-500.58;-487.67;-458.61;-484.1;-491.19;-464.57;-513.87;-505.44;-519.45;-496.51;-529.21;
131;-503.27;-485.18;-501.53;-465.92;-446.57;-483.97;-512.06;-490.61;-513.81;-495.57;-503.17;-509.85;-512.37;-480.49;-507.36;-494.59;-503.73;-488.79;-519.08;-507.51;-486.85;-508.72;-358.89;-513.27;-503.89;-505.78;-475.98;-516.8;-414.42;-505.24;-457.42;-489.25;-467.64;-502.23;-443.86;-495.09;-494.04;-478.81;-485.74;-503.68;-388.94;-487.16;-503.89;-505.78;-475.98;-516.8;-414.42;-505.24;-505.93;-500.33;-487.42;-458.81;-483.68;-491.28;-464.49;-514.16;-505.69;-519.5;-496.42;-528.59;
132;-502.89;-483.77;-500.7;-466.62;-446.4;-483.52;-512.81;-490.15;-513.89;-495.82;-503.17;-508.72;-512.24;-480.24;-506.9;-494.47;-503.35;-488.88;-518.91;-507.01;-486.4;-508.77;-356.93;-513.23;-503.93;-505.44;-473.73;-516.71;-415.26;-505.24;-458;-488.67;-467.68;-502.27;-444.32;-494.51;-493.92;-478.52;-485.74;-503.35;-388.14;-487.24;-503.93;-505.44;-473.73;-516.71;-415.26;-505.24;-505.93;-500.16;-487.13;-459.6;-483.26;-491.36;-464.28;-513.74;-504.69;-519.91;-496.42;-528.67;
133;-502.76;-482.64;-500.25;-466.62;-446.16;-483.06;-513.31;-490.11;-513.89;-496.24;-503.17;-509.47;-512.16;-480.07;-506.36;-494.3;-502.89;-488.83;-518.96;-506.6;-486.1;-508.85;-352.01;-513.23;-503.97;-505.11;-472.18;-516.63;-416.09;-505.11;-458.55;-488.12;-467.81;-502.35;-444.65;-494.01;-493.88;-478.15;-485.57;-502.97;-387.6;-487.45;-503.97;-505.11;-472.18;-516.63;-416.09;-505.11;-505.97;-499.99;-487.04;-459.93;-482.39;-491.32;-464.16;-512.99;-505.44;-518.87;-496.22;-529.21;
134;-502.81;-481.07;-499.54;-466.7;-446.03;-482.52;-514.52;-489.94;-513.89;-497.03;-503.25;-509.8;-512.49;-480.03;-505.9;-494.3;-502.64;-489.13;-519.16;-506.01;-485.56;-508.72;-347.25;-513.36;-504.35;-504.99;-470.55;-516.38;-416.8;-505.07;-459.75;-487.42;-468.1;-502.31;-445.11;-493.34;-493.79;-477.69;-485.61;-502.56;-386.85;-487.62;-504.35;-504.99;-470.55;-516.38;-416.8;-505.07;-506.05;-499.79;-486.92;-460.14;-481.76;-491.32;-464.53;-512.32;-504.9;-519.16;-496.26;-528.71;
135;-503.06;-480.15;-499.13;-466.83;-445.66;-482.19;-515.61;-489.86;-513.81;-498.16;-503.5;-509.93;-512.58;-479.7;-505.61;-494.17;-502.23;-489.21;-519.5;-505.55;-485.06;-508.64;-337.48;-513.4;-504.76;-504.57;-469.26;-516.3;-417.76;-505.03;-460.88;-487.04;-468.35;-502.48;-445.61;-492.96;-494.04;-477.27;-485.45;-502.26;-386.14;-487.66;-504.76;-504.57;-469.26;-516.3;-417.76;-505.03;-506.38;-499.66;-486.83;-460.52;-481.05;-491.24;-464.99;-512.74;-504.9;-519.2;-496.05;-529.09;
136;-503.22;-478.83;-498.38;-467.37;-445.45;-481.69;-517.24;-489.6;-513.77;-497.74;-503.54;-510.35;-513.12;-479.45;-505.27;-494.26;-501.68;-489.42;-520.54;-504.72;-484.64;-508.72;-331.43;-513.57;-505.6;-504.44;-467.72;-516.09;-418.34;-505.07;-462.68;-486.54;-468.56;-502.48;-445.95;-492.55;-494.17;-476.77;-485.28;-501.89;-385.6;-487.74;-505.6;-504.44;-467.72;-516.09;-418.34;-505.07;-506.97;-499.41;-486.83;-461.06;-480.43;-491.07;-466.12;-512.36;-505.15;-519.79;-495.97;-528.55;
137;-503.56;-477.95;-497.96;-467.49;-445.41;-481.4;-518.53;-489.77;-513.64;-498.79;-503.84;-509.22;-513.63;-479.36;-504.85;-494.26;-501.18;-489.67;-521.21;-504.17;-484.39;-508.56;-323.54;-513.61;-506.39;-504.44;-466.63;-516;-419.18;-504.94;-464.09;-486.21;-468.89;-502.6;-446.49;-492.21;-494.42;-476.27;-485.16;-501.64;-385.01;-487.83;-506.39;-504.44;-466.63;-516;-419.18;-504.94;-507.43;-499.29;-486.71;-461.47;-479.76;-490.9;-466.83;-511.57;-503.98;-518.62;-495.93;-528.5;
138;-504.39;-476.92;-497.63;-467.82;-445.32;-480.74;-520.16;-490.06;-513.6;-499.5;-504.04;-509.64;-514.39;-479.2;-504.4;-494.26;-500.89;-490.09;-522.5;-503.3;-484.02;-508.68;-318.87;-513.9;-507.39;-504.36;-465.46;-515.54;-419.85;-504.99;-466.51;-485.95;-469.39;-502.6;-446.74;-491.75;-494.84;-475.77;-484.99;-501.05;-384.47;-488.12;-507.39;-504.36;-465.46;-515.54;-419.85;-504.99;-508.39;-499.16;-486.67;-462.05;-479.34;-490.7;-468.16;-511.86;-504.82;-518.7;-495.8;-528.63;
