PUNTO;A 2023_0089 1;A 2024_0092 3;A 2024_0098 3;A 2024_0116 3;A 2024_0079 3;A 2024_0105 3;B 2023_0089 23;B 2024_0092 19;B 2024_0098 19;B 2024_0116 19;B 2024_0079 19;B 2024_0105 19;C 2023_0089 25;C 2024_0092 26;C 2024_0098 26;C 2024_0116 26;C 2024_0079 26;C 2024_0105 26;D 2023_0089 26;D 2024_0092 27;D 2024_0098 27;D 2024_0116 27;D 2024_0079 27;D 2024_0105 27;E 2023_0089 43;E 2024_0092 41;E 2024_0098 41;E 2024_0116 41;E 2024_0079 41;E 2024_0105 41;F 2023_0089 50;F 2024_0092 50;F 2024_0098 50;F 2024_0116 50;F 2024_0079 50;F 2024_0105 50;G 2023_0089 64;G 2024_0092 64;G 2024_0098 64;G 2024_0116 64;G 2024_0079 64;G 2024_0105 64;H 2023_0089 43;H 2024_0092 41;H 2024_0098 41;H 2024_0116 41;H 2024_0079 41;H 2024_0105 41;I 2023_0089 45;I 2024_0092 47;I 2024_0098 47;I 2024_0116 47;I 2024_0079 46;I 2024_0105 47;J 2023_0089 46;J 2024_0092 48;J 2024_0098 48;J 2024_0116 48;J 2024_0079 47;J 2024_0105 48;
313;0.66;0.58;0.92;1.08;1.58;1.08;0.42;-0.4;1.16;1.18;4.68;0.18;0.34;0.84;1.1;1.18;1.34;1.18;0.6;1.32;0.24;1.24;1.26;1.82;0.76;1.08;1.08;0.1;1.34;1.26;0.68;1;1.34;0.92;1.68;0.58;0.34;0.5;0.84;0.92;0;0.92;0.76;1.08;1.08;0.1;1.34;1.26;0.68;-0.26;1.24;1;0.74;0.76;0.58;0.24;1.6;0.58;1.76;0.92;
314;1.42;1.34;1.56;1.9;1.16;1.5;0.6;2.84;0.76;0.82;-1.18;1.5;1;1.58;1;1.42;1.08;1.58;0.9;1.52;0.5;1.76;0.84;1.26;1;1.84;1.26;1.58;0.92;1.5;0.92;1.34;2.16;1.84;1;1.16;0.58;0.66;1;1.18;-0.32;1.26;1;1.84;1.26;1.58;0.92;1.5;1;0;1.66;1.58;0.6;1.16;1.42;0.5;0.66;1.6;1.32;-0.32;
315;0.68;0.98;6.24;1.08;1.66;1.08;0.32;-1.92;0.84;0.34;1.18;0.16;0.34;0.84;0.66;1.24;1.76;1;0.42;1.58;0.84;1.26;1.24;0.5;0.92;1.34;0.76;-0.26;1.42;1.16;0.74;1.08;1.52;1.26;1.74;1.08;0.24;0.76;0.5;1.08;-0.76;1.08;0.92;1.34;0.76;-0.26;1.42;1.16;0.66;0;1.5;1;0.9;0.82;0.76;1.92;1.16;-1;1.58;0.82;
316;1.08;1.18;2.16;1.74;1;1.32;0.68;2.74;0.5;0;1.32;-0.08;0.34;1.58;0.84;1.6;1.16;1.84;0.5;1.76;0.76;1.42;1;-1.16;0.92;1.84;1.16;0.34;0.9;2.1;0.68;1.58;2.08;1.66;1.18;1.18;0.5;1.08;0.42;1.08;0.16;1.34;0.92;1.84;1.16;0.34;0.9;2.1;0.84;0.5;1.58;1.4;0.42;1;1;0;1.42;1;1.16;1;
317;0.66;0.82;-0.18;1.26;1.48;0.92;0.4;-1.84;0.58;1;2;1.34;0.58;0.92;0.66;1.08;1.92;1.08;0.5;1.4;0.58;1.32;1.18;-2.52;0.66;1.32;0.84;3.18;1.18;0.92;0.92;1.18;1.42;1.18;1.74;0.5;0.34;0.42;0.58;0.68;0.42;0.84;0.66;1.32;0.84;3.18;1.18;0.92;0.58;0.66;1;1;0.76;0.92;0.5;0.76;1.68;0.08;2.08;1.1;
318;1.26;1.16;-0.08;1.66;0.68;1.74;0.42;2.94;0.58;1.5;4.44;-1.34;0.76;1.34;1.26;1.5;1.1;1.5;0.92;2.02;0.66;1.6;0.74;-1.74;1.08;1.68;1.08;-0.76;0.74;1.66;0.9;1.34;2.08;1.66;1.26;0.42;0.34;0.92;0.5;1.42;0.68;1.32;1.08;1.68;1.08;-0.76;0.74;1.66;1.26;0.76;1.82;1.32;0.58;0.9;1.42;1.42;3.42;1.42;1.5;2.58;
319;0.58;0.92;0.18;1.16;0.9;1.58;0.5;0.32;0.5;0.92;-1.6;1.24;0.42;1;0.66;1.26;2;1.18;0.5;1.66;0.84;1.34;1.18;-0.92;0.76;1.26;1;1.34;1.1;1;0.68;0.82;1.42;1.16;1.58;0.08;0.5;0.5;0.26;0.66;1.08;0.84;0.76;1.26;1;1.34;1.1;1;0.42;0.58;1.08;1.16;0.84;0.68;0.66;-2.26;0.08;0.74;1.98;-1;
320;1.34;0.92;3.98;1.74;1;1.98;0.68;-0.5;0.84;-0.08;1.1;0.76;0.68;1.5;0.68;1.5;1.24;1.82;0.58;2.08;0.16;1.58;0.58;3.76;1;2;0.92;2;0.74;1.92;0.84;1.68;2;1.42;1.42;0.42;0.5;1;0.42;1.34;0.42;1.5;1;2;0.92;2;0.74;1.92;1;0.32;1.4;1.18;0.42;1.24;1;-0.34;1.58;2.08;1.16;1.58;
321;0.74;0.74;-0.26;1.16;1.08;1.26;0.42;3.18;0.74;-0.16;2.84;2.08;0.58;1.08;0.9;1.24;1.92;1.1;0.76;1.52;0.5;1;1;-1.1;0.74;1.16;0.76;-0.66;1.1;1.08;0.66;1.16;1.5;1.26;1.68;0.58;0.58;0.5;0.74;0.82;0.16;0.84;0.74;1.16;0.76;-0.66;1.1;1.08;0.66;0.1;1.18;1.24;0.74;0.74;0.68;1.08;2.68;0;2.16;-0.42;
322;0.92;1.24;0.34;1.82;0.92;1.98;0.5;3.58;0.6;2.32;0.9;-0.08;0.26;1.34;1.34;1.34;1.42;1.32;0.26;2.24;1.18;1.76;0.42;-3.08;0.92;1.58;1.42;1.58;0.82;1.52;1;1.42;1.84;1.34;1.24;0.92;0.16;1;0.34;1.18;0.16;1.34;0.92;1.58;1.42;1.58;0.82;1.52;0.66;0.5;1.66;1.08;0.42;1.16;1;1.68;-0.6;1.6;1.16;1.42;
323;0.76;6.98;0.58;1;1.08;1.34;0.24;0.5;0.92;0.34;1.76;1.34;0.34;0.92;0.5;1.16;1.34;1.1;0.5;1.68;0.84;0.9;0.76;-1.76;0.6;1.26;0.74;-0.84;1.26;1.16;0.5;1.16;1.34;1.16;1.26;0.66;0.18;0.5;0.42;0.84;0;1.16;0.6;1.26;0.74;-0.84;1.26;1.16;0.6;0.24;0.74;1.16;0.42;0.68;0.58;-0.92;2.18;0.82;1.84;1.08;
324;0.84;0.32;1.66;2;0.74;1.74;0.26;-0.66;0.82;1.68;1.16;0.42;0.92;1.34;1;1.5;0.92;1.42;0.66;2.16;1;1.92;0.24;-0.24;0.74;1.66;1.18;1.34;0.74;1.68;1;1.42;1.92;1.5;1.16;1.18;0.42;0.66;0.58;1.32;-0.5;1;0.74;1.66;1.18;1.34;0.74;1.68;1;0.08;1.5;1.24;0.42;0.98;1.08;3.26;2;0;1.24;2.1;
325;0.82;-0.66;1;1.16;0.92;1.4;0.32;2.66;0.26;-0.42;1.76;0.08;0.26;0.92;0.84;1.18;1.58;1;0.5;1.76;0.58;1.1;0.34;3;0.76;1.1;0.82;2.26;1.52;0.82;0.58;1.18;1.32;1.26;1.5;0.82;0.08;0.84;0.34;0.84;-0.42;1.08;0.76;1.1;0.82;2.26;1.52;0.82;0.74;0.34;1.08;0.84;0.42;0.84;0.58;-1.6;2.08;-0.08;1.58;-0.68;
326;0.92;-0.24;1.98;1.82;0.66;1.5;0.68;1.02;1.08;3.76;1.26;2.42;0.66;1.32;1.42;1.66;1.26;1.66;0.58;2;0.74;1.58;0.66;3.18;0.92;1.66;1.5;-1.34;0.9;1.6;0.68;1.34;2.02;1.32;1.26;0.68;0.58;0.58;0.66;1.34;-0.58;1.34;0.92;1.66;1.5;-1.34;0.9;1.6;0.76;0;1.58;1.48;0.16;1.08;1.02;1.34;-0.74;1.92;1.24;2.76;
327;0.58;0.08;1.08;1.42;0.92;1.34;0.16;0.66;0.66;-1.68;1.58;0.08;0.42;1.1;0.34;0.84;2.16;1;0.58;1.76;0.26;1.16;0.58;-3.76;0.58;1;0.76;2;1.68;1.24;0.92;1.08;1.24;1.26;1.58;0.5;0.08;0.68;0.42;0.84;-0.58;1;0.58;1;0.76;2;1.68;1.24;0.58;0.24;0.66;0.92;0.76;0.66;0.9;0.84;3;0.92;1.58;1.42;
328;1.1;2.82;1.5;1.5;0.66;1.48;0.5;-0.42;1.1;-0.08;1.16;-0.32;0.34;1.42;1;1.66;1.08;1.5;0.68;2.08;0.16;1.6;0.5;2.26;0.92;1.6;0.92;1.26;0.66;1.42;0.58;1.5;1.76;1.34;1;0.5;0.58;0.5;0.58;1.16;-0.08;1.34;0.92;1.6;0.92;1.26;0.66;1.42;0.84;0.26;1.48;1.34;0.4;1.08;0.76;1.84;0.16;-0.92;1.16;2.74;
329;0.58;1;1.5;1.32;1.08;1.16;0.42;2.92;0.58;1.08;5.1;1.5;0.68;0.92;0.5;0.92;1.42;1;0.5;1.58;0.34;1.24;0.84;8.84;0.82;1.08;0.92;-0.6;1.34;1.18;0.5;1.08;1.16;1;1.42;0.42;0.42;0.5;0.42;1;-0.34;0.66;0.82;1.08;0.92;-0.6;1.34;1.18;0.5;0;1;0.98;0.76;0.66;0.84;0.32;2.84;1.84;1.66;-1.24;
330;1.16;-0.58;6.88;1.58;0.82;1.5;0.92;-0.74;1.16;3.18;-1.5;1.16;0.84;1.32;1;1.42;0.92;1.6;0.84;2.1;0.26;1.6;0.58;0.42;0.92;1.58;1;2.84;1.08;1.24;0.92;1.34;1.84;1.66;0.76;0.32;0.42;0.32;0.84;1;-0.16;1.6;0.92;1.58;1;2.84;1.08;1.24;1.08;0.24;1.16;1.16;0.58;1.16;1.16;1.42;0.34;2.76;1.16;1.58;
331;0.92;-0.08;-0.58;1.16;1;1.16;0.26;1.16;0.92;-0.42;0.66;0.16;0.16;1.1;0.5;1.1;1.76;0.66;0.32;1.74;0.32;1.08;1.34;2.92;0.68;1.08;0.74;-1.16;1.76;1.26;0.66;0.92;1.58;0.92;1;0.34;0.34;1;0.4;0.92;-0.34;0.74;0.68;1.08;0.74;-1.16;1.76;1.26;0.66;0.26;1.16;1.08;0.76;0.84;0.66;-1.34;1.82;-1.6;1.58;-0.34;
332;0.92;4.32;2.34;1.82;1;1.58;0.58;0.08;1.1;0.84;1.68;0.76;0.68;1.5;1.16;1.24;1.08;1.5;0.5;1.92;0.34;1.5;0.84;5.84;0.84;1.42;1.18;1.08;1.34;1.24;0.76;1.58;1.5;1.42;0.74;0.08;0.42;0.92;0.34;1.16;-0.24;1.42;0.84;1.42;1.18;1.08;1.34;1.24;0.68;0.16;1.18;1.26;0.5;1.32;0.76;1.92;2.34;1.5;1.16;0.42;
333;0.58;-1;0.82;0.92;0.82;1.16;0.24;2.6;0.66;-0.42;1.5;0.08;0.26;1.32;0.76;1;1.5;1.16;0.76;1.84;0;1.08;1.24;4.1;0.66;0.92;0.92;0.08;1.58;1.18;0.5;0.92;1.18;1;1;0.68;0.42;0.6;0.42;1.18;1.08;0.76;0.66;0.92;0.92;0.08;1.58;1.18;0.5;0.16;0.9;0.82;1;0.76;0.92;0.84;0.66;0.5;1.74;-0.24;
334;1.18;0.66;-0.16;1.74;0.58;1.58;0.58;-0.34;0.84;0.5;1;1.08;0.84;1.34;0.92;1.34;1.5;1.34;0.84;1.92;0.84;1.76;0.92;-0.5;0.92;1.6;1.16;1.1;0.84;1.34;1;1.58;1.5;1.42;0.76;1.08;0.5;1.32;0.84;1;3.5;1;0.92;1.6;1.16;1.1;0.84;1.34;0.92;0.42;1.34;1.34;0.92;0.98;0.84;2.08;0.1;1.34;1.08;0.24;
335;0.66;0.08;0.82;1.08;0.76;1;0.42;2.76;0.82;1.42;1.58;0.84;0.16;0.84;0.5;1.16;2.1;1.18;0.32;1.76;0.08;1.08;1.26;7;0.66;1;0.84;0.08;1.42;1.08;0.5;1.18;1.58;0.92;1.24;0.58;0.32;0.5;0.58;0.84;4.92;0.66;0.66;1;0.84;0.08;1.42;1.08;0.58;0.24;0.74;0.98;0.66;0.76;0.74;0.76;3.16;0.42;1.66;1.76;
336;0.84;-0.24;1.34;1.42;0.74;1.42;0.34;-0.34;0.92;1.16;0.84;0.76;0.5;1.84;0.66;1.42;1.58;1.5;0.76;2;0.66;1.5;0.76;1.42;0.84;1.32;1.16;2.16;1.16;1.34;0.66;1.32;1.42;1.66;1.1;0.84;0.18;0.84;1.08;1.16;3.18;1.34;0.84;1.32;1.16;2.16;1.16;1.34;0.76;0.68;1.42;1.18;0.92;1.08;0.84;0.58;-0.24;0.5;1.08;-0.76;
337;0.74;0;0;1.08;1;1.08;0.34;2.58;0.92;-1.16;1.58;1.74;0.6;1.32;0.5;1.18;2.16;0.82;0.58;1.76;0.26;1.26;1.24;-0.58;0.58;1;0.84;2.76;1.58;0.82;0.66;0.84;1.34;1.1;1.24;0.58;0.4;0.42;0.42;0.92;3.5;0.74;0.58;1;0.84;2.76;1.58;0.82;0.5;0.9;0.98;1.08;0.84;0.82;0.92;1.08;3.24;1.76;1.58;1.76;
338;0.84;0.58;1.9;1.4;0.42;1.56;0.5;-1.42;1.26;-2.6;0.92;1;0.42;1.84;0.76;1.24;1.6;1.5;0.34;2;0.66;1.42;0.92;3.5;0.84;1.52;1;0.24;0.76;1.42;0.68;1.42;1.74;1.24;0.58;0.42;0.34;0.42;1;0.84;1.76;1.34;0.84;1.52;1;0.24;0.76;1.42;0.82;1;1.34;1.06;0.92;0.92;0.66;0.68;-0.08;-0.84;1.08;0.08;
339;0.76;0.5;0.5;0.76;0.58;1.26;0.24;0.84;1;3.52;1.18;0;0.58;1.5;0.16;0.84;1.9;1.02;0.42;1.58;0.66;1.08;1;-2.5;0.66;1.08;1;-1.08;1.5;1.08;0.66;0.92;1.1;0.84;0.76;0.58;0.16;0.32;0.58;0.92;1.16;0.92;0.66;1.08;1;-1.08;1.5;1.08;0.42;0.84;1.16;1;0.82;0.82;0.76;0.66;0.66;0.66;1.58;0.58;
340;1;1.24;0;1.66;0.66;1.4;0.42;1.58;1.5;3.16;1.16;1.42;0.68;1.84;0.92;1.42;0.84;1.5;0.82;2.08;1.26;1.5;0.68;-1.5;0.68;1.16;0.84;0.92;0.92;1.42;0.76;1.16;1.58;1.42;0.16;0.34;0.52;-0.08;0.5;1.08;0.5;1.58;0.68;1.16;0.84;0.92;0.92;1.42;1;0.98;0.92;1.34;0.5;1;1.08;0.66;1.34;1.18;0.92;1.34;
341;0.42;0.5;0.08;0.66;0.74;1;0.68;4.68;1.08;-0.32;1.34;0.68;0.08;1.26;0.34;0.74;1.58;1;0.26;1.52;0.58;1;0.74;9.42;0.92;1;0.66;0;1.42;1.18;0.42;1.18;1.26;0.66;0.84;-0.1;0.24;0.08;0.34;0.92;0;1.18;0.92;1;0.66;0;1.42;1.18;0.42;0.42;0.98;0.66;1.18;0.68;0.58;1;1;-0.6;1.74;2.24;
342;1;1.08;0.92;1.58;0.76;1.42;0.5;-2.34;1.34;-0.84;1.16;0.42;0.84;2;0.5;1.34;0.84;1.42;0.74;2.08;1.26;1.6;0.5;7.1;0.74;1.42;0.84;0.76;0.92;1.08;0.58;1.32;1.4;1.34;0.34;0.68;0.66;0.34;0.42;1.32;-0.24;1.42;0.74;1.42;0.84;0.76;0.92;1.08;0.76;0.84;1.26;1.4;0.66;0.98;0.92;0.34;2.08;2.42;0.82;-1.16;
343;0.74;1.32;0.92;1.16;0.82;1.32;0.4;-1.66;1.08;1.5;1.6;1.16;0.34;1.32;0.58;0.84;1.26;0.74;0.68;1.58;0.42;1.16;1;-2.26;0.68;0.84;0.76;2.74;1.58;0.76;0.66;1.02;1.1;0.92;0.82;0.66;0.34;0.5;0.16;0.68;1.92;1.42;0.68;0.84;0.76;2.74;1.58;0.76;0.82;0.32;0.82;0.76;0.92;0.84;0.66;-0.58;0.1;0.18;1.58;0.34;
344;0.84;1.16;1.4;1.4;0.66;1.24;0.5;4.5;1.18;1.42;0.82;1.92;0.42;1.52;1.08;1.5;1.34;1.26;0.58;1.68;0.58;1.66;0.84;-0.9;0.82;1.5;0.66;1.18;0.68;1.16;0.92;1.4;1.5;1.5;0.5;0.76;0.34;0.92;0.34;1.16;1.32;1.92;0.82;1.5;0.66;1.18;0.68;1.16;0.68;0.5;1.34;1.32;0.76;0.92;0.76;2.16;0.32;2.74;1.16;1.42;
345;0.76;6.82;1.42;1.18;0.84;1.08;0.34;2.84;0.32;-0.84;2;0.26;0.18;1.16;0.58;0.92;1.58;1;0.16;1.66;0.58;1.02;1;3.74;0.68;0.84;0.84;-0.84;1.82;0.92;0.5;1.02;1.16;0.92;1.1;0.42;0.58;0.76;0.5;0.92;1.26;1;0.68;0.84;0.84;-0.84;1.82;0.92;0.5;1.42;1.08;1;0.74;0.4;0.76;1.84;2.6;-0.58;1.84;0.74;
346;1;-0.66;1.48;1.66;0.58;1;0.58;-0.66;0.92;1;3.1;1;0.84;1.66;0.68;1.5;1.08;1.24;0.92;1.92;0.26;1.66;0.92;-2.58;1.08;1.24;0.82;2.5;0.76;1.26;0.76;1.24;1.26;1.5;0.66;0.66;0.5;0.66;0.66;1.08;0.66;1.66;1.08;1.24;0.82;2.5;0.76;1.26;0.84;1.82;1.16;1.24;0.58;0.84;1;0.76;2;1.26;1.4;0.5;
347;0.58;-0.42;1.34;1.4;0.84;1.08;0.34;0.74;0.84;0;-0.5;0.08;0.32;1.18;0.66;0.76;1.58;1;0.34;1.58;0.24;1.26;1.16;0;0.58;0.76;0.6;-0.5;1.26;0.74;0.5;0.76;1.32;0.92;0.66;0.34;0.34;0.16;0.5;1;0;1.26;0.58;0.76;0.6;-0.5;1.26;0.74;0.58;0.74;1.08;0.92;1;0.58;0.66;0.32;-0.18;0.24;2;0.34;
348;1;2.56;1.58;1.66;0.58;1.42;0.5;3.5;1.34;-3.92;0.84;1.42;0.84;2.08;0.84;1.4;1.18;1.34;0.84;1.92;0.26;1.58;0.84;1.84;0.92;1.58;1;0.84;0.9;1.34;0.74;1.32;1.68;1.58;0.5;0.66;0.32;0.68;0.92;1.26;-0.16;1.84;0.92;1.58;1;0.84;0.9;1.34;0.74;1.18;1.16;1.24;0.6;1.32;0.84;0.84;1.5;1;1.08;1.84;
349;0.58;0.92;1.16;1.24;0.58;1.24;0.16;0.92;0.58;5.34;1.74;-2;0.44;0.92;0.5;0.92;1.74;1;0.4;1.18;0.32;1.08;0.84;22.78;0.5;0.76;0.58;2;1.18;0.66;0.68;1;1.16;1.08;0.42;0.16;0.5;0.74;0.5;0.66;-0.92;1;0.5;0.76;0.58;2;1.18;0.66;0.76;0.66;1.16;0.92;1;0.58;0.74;0.92;2.18;1.42;1.98;0.92;
350;0.58;-0.82;1.58;1.42;0.24;1.66;0.68;2.18;0.58;-1.92;1;3.84;0.24;1.26;0.58;1.42;1.26;1.6;0.42;1.92;0.34;1.76;1;11.1;0.92;1.42;0.66;1.42;1;1.18;0.74;1.42;1.5;1.42;0.08;0.18;0.1;0.6;0.84;1.18;-0.5;1.74;0.92;1.42;0.66;1.42;1;1.18;0.58;0.5;1.32;1.16;0.58;1;0.76;0.58;-0.08;1.08;1.18;1;
351;0.68;-0.26;7.88;1.24;0.66;1.16;0.24;3.26;0.18;5.6;1.26;1.16;0.6;1.08;0.66;0.92;1.84;1.32;0.42;1.34;0.08;1;0.74;-2.34;0.58;0.66;0.84;-0.34;1.26;0.92;0.5;0.76;1.1;1;0.34;0.32;0.4;0.5;0.42;0.74;-1;1.08;0.58;0.66;0.84;-0.34;1.26;0.92;0.34;0.74;0.84;1;0.92;0.58;0.58;0.26;1.08;-0.82;1.74;0.58;
352;1;-0.24;1.34;1.58;0.26;1.42;0.26;2.08;1.24;-5.92;0.66;-0.08;0.42;1.34;0.84;1.34;1.16;1.68;0.58;1.66;0.34;1.5;0.6;-11.42;0.68;1.42;1;0.34;0.74;1.32;0.76;1.42;1.42;1.34;0.34;0.26;0.34;0.9;1;1.42;-0.84;1.6;0.68;1.42;1;0.34;0.74;1.32;0.92;1.66;1.32;1.4;0.5;1.08;1.08;1.32;0.74;1.5;1.16;0.82;
353;0.5;0.32;-0.18;1;0.74;1.08;0.34;0;1.1;6.58;1.42;1.58;0.5;1.16;0.66;0.84;1.76;0.92;0.34;1.58;0.5;1.16;1;2.5;0.58;0.92;0.84;2.42;1.26;0.76;0.5;1.16;1.08;1.08;0.34;0.08;0.34;0.42;0.42;0.92;-0.82;1.24;0.58;0.92;0.84;2.42;1.26;0.76;0.58;0.92;1;0.76;0.74;0.76;0.34;1.84;1;2.08;1.66;0.34;
354;0.66;0.34;-0.08;1.4;0.42;1.08;0.5;-0.58;0.5;-0.32;0.84;1.26;0.34;1.16;0.84;1.5;0.82;1.42;0.5;1.6;0.34;1.52;0.24;3.16;0.84;1.26;1.08;-1.5;0.5;1.08;0.66;1.26;1.42;1.6;0.74;0.08;0.66;0.68;1;1.1;-0.26;1.18;0.84;1.26;1.08;-1.5;0.5;1.08;0.58;1.08;1.34;1.24;0.76;1.06;1;-1.26;1.26;-1.92;0.92;1.42;
355;0.84;0.82;-0.08;1.26;0.74;1.08;0.32;2.24;0.32;2.32;1.42;0.32;0.76;0.92;0.34;0.74;1.6;1.16;0.84;1.32;0.32;1.16;0.34;-2.24;0.66;0.74;0.76;0.34;1.42;0.76;0.5;0.74;1.08;0.92;0.76;0.26;0.18;0.24;0.66;0.58;-0.16;1;0.66;0.74;0.76;0.34;1.42;0.76;0.58;0.5;0.98;0.92;0.66;0.5;0.5;1.26;2.42;1.26;1.74;-0.58;
356;1;0.5;2.08;1.16;0.58;1.16;0.5;1.68;0.84;-0.82;0.84;0.76;0.32;1.34;0.84;1.34;1.32;1.26;0.32;1.68;0.5;1.58;-0.08;-4.34;0.84;1.34;0.92;0.5;0.92;1.34;0.92;1.18;1.5;1.5;0.5;0.34;0.4;0.58;0.92;1.5;-0.42;1.5;0.84;1.34;0.92;0.5;0.92;1.34;0.84;0.58;1.26;1.32;0.76;1.18;1;0.92;0.34;2.5;1.08;1.5;
357;0.5;0.76;1.08;1.32;1;1.32;0.5;1.34;0.84;0.74;1.42;1.92;0.6;0.5;0.66;0.92;1.68;1.16;0.5;1.16;0.26;1.18;0.5;2.16;0.5;0.76;0.92;0.74;1.66;0.82;0.42;1.08;1.08;1.08;0.82;0.16;0.42;0.18;0.92;0.74;-0.16;0.92;0.5;0.76;0.92;0.74;1.66;0.82;0.58;0.24;1.08;0.84;0.66;0.66;0.42;0.66;0.58;-0.42;1.66;1.84;
358;0.84;0.9;1.48;1.42;0.5;1.82;0.68;-0.68;0.58;1.18;0.74;-0.26;0.66;1.18;0.58;1.34;1.08;1.16;0.68;1.5;0.84;1.42;0.34;-4.34;1;1.08;1.08;3.02;0.84;0.84;0.66;1.26;1.42;1.34;0.34;0.34;0.5;0.82;0.76;1.26;-0.26;1.42;1;1.08;1.08;3.02;0.84;0.84;0.6;0.42;1.24;1.16;0.5;1;1.16;-0.82;1.66;0;1.08;-0.68;
359;0.5;0.5;-0.32;0.74;1.08;1.26;0.24;-0.5;0.66;0.4;1.42;0.34;0.26;0.66;0.68;0.74;1.34;1;0.34;1.42;0.66;1.42;0.66;3.1;0.74;0.84;0.34;1.66;1.24;0.58;0.6;0.74;1.26;1.16;0.76;0.32;0.5;0.1;0.66;0.92;0.42;0.66;0.74;0.84;0.34;1.66;1.24;0.58;0.5;0.32;1;0.9;1;0.66;0.34;1.32;1;2.24;1.58;0.5;
360;0.92;1.08;0.16;1.58;0.84;1.58;0.5;1.34;0.84;-1.24;0.76;0.76;0.6;1.34;0.58;1.26;0.92;1.34;0.58;1.34;0.58;1.5;0.66;6.34;0.76;1;0.5;-0.24;1.02;1.26;0.82;1.26;1.34;1.42;0.5;0.42;0.42;0.74;0.58;1.24;0.08;1.34;0.76;1;0.5;-0.24;1.02;1.26;0.66;0.34;1.08;1.34;0.34;1.08;0.84;1;0.58;0.18;1.16;2.1;
361;0.74;0.66;-0.08;1.08;0.82;1.16;0.34;3.26;0.58;3.16;1.32;3.26;0.42;0.92;0.66;0.84;1.5;1;0.58;1.26;0.34;1.34;0.6;-0.68;0.58;0.82;0.58;0;1.08;0.74;0.58;1;1;0.66;0.5;0.66;0.76;0.5;0.68;0.76;0.5;0.92;0.58;0.82;0.58;0;1.08;0.74;0.76;0.42;1.08;0.82;0.74;4.64;0.74;0.34;1.34;-0.34;1.74;-0.34;
362;0.92;1.18;0.58;1.58;0.74;1.66;0.66;-0.18;0.08;0.26;0.76;-0.68;0.42;1.08;0.76;1.32;0.92;1.26;0.34;1.66;1.68;1.42;0.5;0.1;0.76;1.18;0.74;0.66;0.84;1.02;0.5;1.34;1.16;1.76;0.24;0.76;0.24;0.76;0.82;1.08;0.16;1.24;0.76;1.18;0.74;0.66;0.84;1.02;0.58;0.74;1.24;1.18;0.76;-0.74;0.68;1.66;0.76;1.08;1.16;0.84;
363;0.5;0.74;0.58;0.82;1;1.16;0.26;1.68;0.34;0.08;1.26;1.5;0.5;1;0.32;1.08;1.42;1;0.4;1.26;1.32;0.9;0.4;-1.52;0.58;0.92;0.5;0.58;1.32;0.9;0.6;1;1.16;0.92;0.58;0.66;0.18;0.24;0.42;0.92;0.26;1.1;0.58;0.92;0.5;0.58;1.32;0.9;0.42;0.5;0.92;0.98;0.66;0.08;0.92;-0.4;1.08;0.34;1.66;-0.34;
364;0.92;1.32;1.42;1.5;0.42;1.66;0.24;0.08;1.84;-1;0.92;1.18;0.58;1.24;0.68;1.26;1.24;1.42;0.84;1.58;0.42;1.76;0.68;4.52;0.84;1.24;0.6;1.18;1.1;0.92;0.74;1.16;1.02;1.58;0.34;0.92;0.5;0.68;0.5;1.26;0.34;1.08;0.84;1.24;0.6;1.18;1.1;0.92;0.82;0.66;1.06;1.26;0.76;0.08;0.74;2.08;0.08;1.16;1.32;1.5;
365;0.34;0.68;0.98;1.08;1;1;0.34;-1.08;1.08;2.58;1.08;1.42;0.18;1.1;0.42;0.92;1.34;1;0.18;1.26;0;1.16;0.66;0.16;0.32;0.76;0.74;0.9;1.24;0.84;0.42;1.16;0.58;1;0.5;0.84;0.42;0.24;0.18;0.74;0.66;1.16;0.32;0.76;0.74;0.9;1.24;0.84;0.6;0.34;0.84;0.82;0.84;0.26;0.58;-0.84;1.84;1;1.76;0;
366;0.76;0.98;7.74;1.42;0.42;1.56;0.42;3.26;1.26;0.18;0.74;-0.34;0.5;1.08;0.58;0.84;1;1.34;0.66;1.32;1.34;1.84;0.68;-0.5;0.84;1.16;0.58;1.18;0.92;1.34;0.76;1.26;1.24;1.26;0.16;1.08;0.24;0.58;0.08;1.26;0.26;1.76;0.84;1.16;0.58;1.18;0.92;1.34;0.66;0.66;0.92;1.24;0.42;0.58;0.68;2.84;0.92;1.34;1.24;2.26;
367;0.58;0.84;0.08;1;0.74;1.26;0.26;0.08;0.42;1.66;1.18;0.66;0.76;0.84;0.32;1.24;1.42;0.82;0.58;1.26;1;1;0.5;13.52;0.58;0.84;0.26;0.84;1.34;0.84;0.5;0.92;0.5;0.82;0.34;0.58;0.34;0.26;0.24;0.92;0.5;1;0.58;0.84;0.26;0.84;1.34;0.84;0.58;0.66;0.74;0.76;0.82;0.58;0.82;-0.34;0.42;0.84;1.58;0;
368;0.84;1.08;-1.08;1.32;0.24;1.48;0.24;2.16;-0.26;1;1;2.6;0.34;0.9;0.42;1.18;1;1.34;0.26;1.58;0.92;1.6;0.5;-3.5;0.68;1.16;0.74;1.24;0.66;1;0.66;1.34;0.76;1.6;0.34;1.26;0.5;0.92;-0.08;1.24;-0.1;1.42;0.68;1.16;0.74;1.24;0.66;1;0.42;1;0.5;1.32;0.26;0.82;0.84;1.18;0.16;-0.58;1.32;1.58;
