PUNTO;A 2023_0089 1;A 2024_0092 3;A 2024_0098 3;A 2024_0116 3;A 2024_0079 3;A 2024_0105 3;B 2023_0089 23;B 2024_0092 19;B 2024_0098 19;B 2024_0116 19;B 2024_0079 19;B 2024_0105 19;C 2023_0089 25;C 2024_0092 26;C 2024_0098 26;C 2024_0116 26;C 2024_0079 26;C 2024_0105 26;D 2023_0089 26;D 2024_0092 27;D 2024_0098 27;D 2024_0116 27;D 2024_0079 27;D 2024_0105 27;E 2023_0089 43;E 2024_0092 41;E 2024_0098 41;E 2024_0116 41;E 2024_0079 41;E 2024_0105 41;F 2023_0089 50;F 2024_0092 50;F 2024_0098 50;F 2024_0116 50;F 2024_0079 50;F 2024_0105 50;G 2023_0089 64;G 2024_0092 64;G 2024_0098 64;G 2024_0116 64;G 2024_0079 64;G 2024_0105 64;H 2023_0089 43;H 2024_0092 41;H 2024_0098 41;H 2024_0116 41;H 2024_0079 41;H 2024_0105 41;I 2023_0089 45;I 2024_0092 47;I 2024_0098 47;I 2024_0116 47;I 2024_0079 46;I 2024_0105 47;J 2023_0089 46;J 2024_0092 48;J 2024_0098 48;J 2024_0116 48;J 2024_0079 47;J 2024_0105 48;
519;0;-0.42;-0.9;-0.08;-0.16;0;-0.26;-2.08;-0.58;0.34;-0.08;-0.24;0;0.16;0.24;0;-0.16;-0.08;-0.16;0.16;0;0.26;0.26;-19.7;0;0.08;0.24;0;0;0.08;-0.18;-0.32;0.26;0.32;-0.08;-0.08;-0.16;0.1;-0.08;0.1;1.76;-0.16;0;0.08;0.24;0;0;0.08;0.08;-0.08;0.18;0.08;-0.1;0.08;0.08;1;-1.68;-1.84;-0.18;0.42;
520;-0.08;-0.24;-0.18;-0.08;0.08;0;0.18;0.58;-0.58;-0.6;-0.08;-1.76;-0.08;0.08;0.26;0;0;0.18;-0.16;-0.08;0.08;0;0.08;2.18;0;-0.32;-0.16;0.16;0;0.08;-0.08;0.16;0;0;0;-0.08;-0.16;0;0.16;-0.18;1.16;-0.08;0;-0.32;-0.16;0.16;0;0.08;-0.16;0.16;0.08;-0.08;-0.16;-0.18;-0.24;0.58;-0.32;-0.08;0.18;-0.84;
521;-0.16;-0.34;0.58;0;0;-0.08;-0.08;2;-0.42;0.5;-0.5;0.42;-0.24;0.18;-0.08;0.08;-0.1;-0.18;-0.18;-0.24;0.1;0;0.5;21.44;-0.08;0.16;0.16;-0.08;0.34;0.08;-0.5;0;0.08;0.08;0.16;-0.1;0;-0.18;-0.16;-0.32;1.5;-0.08;-0.08;0.16;0.16;-0.08;0.34;0.08;-0.34;0.26;0;0.08;-0.08;0.1;0;-1.92;0.24;-0.08;0;0.58;
522;0;-0.24;0.5;-0.24;-0.08;0.08;0.16;0.18;-0.42;-0.08;-0.24;0.84;0.24;0.32;0.32;0.08;0.1;0;0.1;0.08;0;0.16;0.26;7.26;-0.08;0.16;0.26;0.34;-0.18;0.18;-0.16;-0.08;-0.16;0.1;0.26;-0.16;0;0;0;0.16;0.92;0.08;-0.08;0.16;0.26;0.34;-0.18;0.18;0.26;-0.18;0.08;0;0.08;0.24;-0.08;1.5;-0.24;-0.34;0;-0.58;
523;0.08;-0.26;0.08;0.08;-0.18;0;-0.26;0.08;-0.08;0.84;-0.18;0.4;-0.08;-0.24;0.18;0;0.08;-0.08;-0.26;-0.26;0.32;0.16;0.08;-11.92;0.08;-0.16;0.16;-0.26;0.08;0;0;0;0.08;0.16;0.08;0.08;-0.08;-0.16;0.08;0.16;1;-0.16;0.08;-0.16;0.16;-0.26;0.08;0;-0.08;-0.32;0;0;0.16;-0.08;0.08;-0.4;0.82;-0.08;-0.08;0.66;
524;0;-0.32;-0.58;0;0.26;-0.18;-0.08;0.34;-0.08;0.42;0.08;-1.16;-0.42;0.34;0;0;0.16;0.08;-0.16;0.08;-0.24;0.1;0.16;4.24;-0.34;0;0;-0.08;-0.08;0;-0.58;-0.18;-0.16;0.08;-0.16;-0.08;-0.1;0.16;-0.34;0.08;0.76;-0.18;-0.34;0;0;-0.08;-0.08;0;-0.18;0.16;0;-0.08;-0.16;-0.16;-0.34;-0.1;-0.82;1.32;0.16;0.84;
525;-0.24;-0.18;-0.66;0;0;0.18;0;0.24;-0.18;0.5;0.42;-1.08;0;-0.1;0.08;0.16;0.08;0;-0.1;-0.08;0;0;0.18;13.12;-0.08;0;0.18;-0.16;0.08;0.16;0.08;-0.16;-0.26;0.08;0.24;0.26;-0.24;-0.16;0.18;0;1.24;0.26;-0.08;0;0.18;-0.16;0.08;0.16;-0.16;0;0;0.18;0.08;0.16;0;-0.5;0.24;-0.66;-0.16;0.58;
526;-0.1;-0.16;-0.82;0.16;0.16;0.16;-0.24;0.42;-0.08;0.16;-0.24;1.42;-0.08;0.18;0.16;0;0;0.08;0;-0.16;0;0.32;0.24;5.08;-0.08;0.08;-0.18;-0.34;0;0;0;0.16;0.34;0.42;0.08;0;-0.08;0.16;-0.26;0.42;0.42;0.08;-0.08;0.08;-0.18;-0.34;0;0;0.08;0.08;0.08;0;-0.08;0;-0.08;-0.58;1;0.16;-0.1;-2.34;
527;0;0;-0.5;0;-0.34;0.08;-0.18;1;0.5;-0.74;-0.34;-0.42;-0.18;0.08;0.26;0.1;0.18;0.18;-0.16;-0.16;0.32;0;-0.08;1.92;-0.08;0;0.18;-0.16;0;0.24;-0.42;-0.16;0.08;0.18;-0.08;0.16;-0.34;0.08;0.08;0;0.92;-0.42;-0.08;0;0.18;-0.16;0;0.24;-0.08;-0.16;0.08;0.24;0.08;0;-0.08;0.08;0.42;0.34;0.18;1.1;
528;-0.08;-0.08;2.4;-0.16;-0.08;-0.32;-0.24;-2.42;0.58;1.32;0.26;-0.18;0.18;0.08;0.24;-0.18;0.32;0.16;0.08;-0.1;-0.24;0.34;0.42;0.08;-0.08;-0.08;0.08;0;-0.08;-0.08;-0.26;0;0.16;0.16;-0.16;0;-0.08;-0.24;-0.08;0.18;0.58;0;-0.08;-0.08;0.08;0;-0.08;-0.08;-0.08;0;0;-0.16;-0.08;0.08;-0.08;0.5;0.58;-1.66;0;-0.68;
529;-0.08;-0.08;1;0.08;0.08;0;-0.08;2.42;0.18;0.84;-0.26;-1.74;-0.18;0.16;0.18;0.18;0.26;0;-0.16;0;0.34;0.08;0.16;-8.68;-0.08;-0.24;-0.08;-0.16;-0.08;0.18;-0.08;-0.16;0.08;0.24;-0.16;0;0;0.24;-0.16;-0.1;1;0.16;-0.08;-0.24;-0.08;-0.16;-0.08;0.18;-0.26;-0.42;0.16;0.24;0.16;-0.08;-0.08;-1.74;-0.32;4.5;0;1.76;
530;0;-0.16;-0.92;0.24;0.1;0.16;0;-1.34;0.32;-2.16;0.16;1.24;-0.34;-0.08;0.24;-0.1;0.08;0;-0.16;-0.24;0;0;0.18;20.2;-0.18;0.24;0.16;-0.34;0;0.24;-0.16;-0.18;-0.08;0.1;0.24;0;-0.34;-0.24;-0.26;-0.16;0.42;-0.24;-0.18;0.24;0.16;-0.34;0;0.24;-0.24;-0.24;0;0;-0.24;0;-0.18;-1.34;-1.5;-2.34;0.08;-1.18;
531;-0.08;-0.26;-0.32;-0.16;-0.18;-0.16;-0.1;-0.42;-0.08;-0.58;-0.08;0.18;0.1;0;-0.16;0.1;0.26;-0.08;-0.1;-0.08;-0.18;0.08;0.16;7.6;-0.16;-0.16;0;-0.18;0.34;0.08;-0.26;0.1;0;0.08;-0.16;0.08;0.08;-0.16;-0.4;-0.34;0.76;-0.16;-0.16;-0.16;0;-0.18;0.34;0.08;0.24;-0.08;0;-0.08;0.08;0;0;-0.16;-0.42;0.16;-0.08;1;
532;0;-0.34;0.32;-0.24;0.26;0.08;-0.16;2.84;0.34;-1.02;0.18;0.24;-0.1;0.08;0.16;-0.42;0.4;-0.08;0.1;-0.18;0.08;0;0.42;29.46;0.08;-0.08;0.16;-0.32;-0.08;0;-0.08;-0.26;-0.16;0;-0.18;-0.24;-0.08;-0.1;-0.26;0;0.08;-0.34;0.08;-0.08;0.16;-0.32;-0.08;0;-0.08;0;0.1;0.16;0.08;-0.08;0;0.58;1.32;-0.74;0.08;-1.32;
533;-0.08;-0.4;-0.58;0.08;-0.18;-0.08;0.16;-0.92;0.08;2.76;0.32;0.5;-0.08;0;0.08;-0.26;0;0.08;-0.1;-0.24;0.1;0;0;-3.34;-0.24;0.08;-0.08;-0.08;0.08;0.08;-0.34;0;0.24;0.08;0.1;0;-0.34;-0.08;-0.5;0.1;0;-0.34;-0.24;0.08;-0.08;-0.08;0.08;0.08;-0.08;-0.26;0;-0.24;0;-0.08;-0.16;-0.58;-0.32;-0.08;-0.08;0.16;
534;-0.34;-0.18;-0.58;-0.42;0.1;-0.26;-0.08;0.6;0;-0.74;-0.16;-0.66;0.08;0.1;0.26;-0.24;0.1;-0.34;-0.16;-0.16;-0.18;-0.08;0.24;-5.76;0;-0.18;0.08;-0.26;0.08;0;-0.08;-0.24;0.18;0.16;-0.26;-0.1;0.26;0;0.26;-0.1;-0.08;-0.08;0;-0.18;0.08;-0.26;0.08;0;-0.16;-0.32;0.08;0;-0.16;-0.1;0.08;0.5;0.32;2.08;0.08;0.26;
535;0.08;-0.24;-0.58;0.08;-0.1;0.34;-0.16;-0.18;-0.16;0.32;0;0;-0.16;0;0.16;-0.18;0.24;0.18;0;-0.18;0.08;0.26;0.26;8.18;0.08;-0.08;0.08;0;-0.34;0;0.08;0.08;0;0.08;-0.42;0;-0.16;-0.24;-0.18;0;-0.18;0;0.08;-0.08;0.08;0;-0.34;0;0.16;-0.1;0.42;0;0;-0.08;-0.08;0.08;-0.24;-0.92;-0.26;0.24;
536;0;0.16;1.42;0;-0.08;-0.08;0.08;-2;-0.5;0.92;-0.16;0.16;-0.34;0.08;-0.16;-0.08;0.08;0;-0.42;-0.08;-0.16;0.08;0;-6.92;-0.08;-0.08;0;0;0;0.26;-0.24;-0.34;0;0.1;-0.08;0;-0.1;0.24;-0.08;0.26;-0.08;0.66;-0.08;-0.08;0;0;0;0.26;-0.34;-0.24;-0.26;0.24;0;-0.08;-0.08;-1.42;-1.26;0.66;0;0.76;
537;-0.16;-0.16;-0.1;0;-0.08;0.08;-0.16;2.18;-0.18;-0.08;-0.26;-2.34;0.08;0.08;0.16;0;0.5;0.16;0.18;-0.08;0;0.34;0.42;-6;0;-0.08;0;-0.34;-0.08;0;-0.08;-0.08;0;0.16;-0.24;0;-0.24;-0.24;-0.16;-0.16;-0.34;0.42;0;-0.08;0;-0.34;-0.08;0;-0.08;-0.16;0;-0.16;0.08;0;-0.18;0.58;2.6;0.76;0.18;-0.92;
538;0;0;-0.9;-0.24;0.16;-0.26;-0.26;-1.68;0.1;-0.5;0.08;1.34;-0.32;0.16;0;-0.24;0;-0.26;-0.18;-0.08;0;-0.18;0.08;31.04;-0.26;0.08;-0.16;0.1;0;-0.16;-0.26;0.08;-0.08;0.16;-0.18;-0.24;-0.08;0;-0.18;0;-0.24;0.58;-0.26;0.08;-0.16;0.1;0;-0.16;0.08;-0.08;0.08;0;-0.16;-0.08;-0.16;0.76;-1.5;0.42;0;1.82;
539;-0.26;0;-0.58;0.08;0.18;0.18;0;0.76;-0.18;1;0.58;-0.84;-0.18;-0.24;0;0.16;0.18;-0.16;0;-0.1;0.08;0.18;0.5;1.34;-0.08;-0.08;0.16;-0.26;0;0.08;-0.16;-0.08;0.16;0.18;-0.16;-0.08;-0.26;0.08;0;0;0.16;0.6;-0.08;-0.08;0.16;-0.26;0;0.08;-0.32;0.08;0;0.16;0.16;0;-0.16;-1.42;1.5;0.5;-0.18;-1.4;
540;-0.08;0.08;-0.58;0;-0.26;-0.1;0;1.5;0.08;-0.58;0;-0.32;0.08;0.24;0;-0.16;0.24;0.16;-0.08;0.26;-0.16;0;0.16;-13.52;-0.26;-0.16;-0.08;0.26;0;0.08;-0.26;0;-0.08;0.32;-0.26;0.16;-0.16;0;-0.42;-0.26;-0.08;0.92;-0.26;-0.16;-0.08;0.26;0;0.08;-0.1;-0.18;0.18;0.1;-0.16;0.08;0.08;0.42;-2;-1.34;0;0.74;
541;0;5.56;-0.5;-0.08;0.18;0;-0.16;-2.34;0.1;2.92;-0.32;-0.68;-0.08;0.08;0.42;-0.08;0.08;0;-0.08;0;0.16;0.16;0.26;-13.2;-0.08;-0.1;0.18;-0.5;-0.08;0.16;-0.08;-0.08;0;-0.24;-0.24;0;0.16;0;-0.16;0.08;-0.16;0.74;-0.08;-0.1;0.18;-0.5;-0.08;0.16;-0.08;0;0;-0.18;0.24;0;0.08;0.58;0.66;0.68;0;-1.92;
542;-0.34;0;-0.34;0.24;0.08;0;-0.08;2.34;0;0.58;-0.08;-0.66;-0.08;0;-0.08;0.08;0.26;-0.08;-0.34;0;-0.16;0.16;0.24;-1.5;-0.24;0.34;-0.34;0.16;0;0.08;-0.16;0;0;0.5;-0.18;0;-0.24;0;-0.08;0.08;-0.08;1.08;-0.24;0.34;-0.34;0.16;0;0.08;0.08;-0.32;0.16;0;0;0.16;-0.26;-1.5;-0.34;-1.34;-0.08;0.76;
543;0.1;-0.32;-0.24;-0.16;-0.08;0.1;0;-2.5;-0.18;-0.34;-0.42;1.58;-0.26;0.18;0.16;-0.18;0.24;-0.32;-0.16;0;0.08;0.18;0.26;7.6;0;-0.16;0.24;0;-0.08;0.1;-0.08;0.08;0.16;0.24;-0.08;-0.24;-0.26;0.16;0.16;-0.08;-0.42;0.68;0;-0.16;0.24;0;-0.08;0.1;-0.08;-0.08;-0.08;0.08;-0.24;-0.16;-0.16;1.58;0.58;1.34;0.34;0.32;
544;0.08;-1;-0.26;0;0.08;0.16;0.08;3;0.18;0.84;0.16;-1.74;0.18;0.08;0.34;0.1;0.18;0.16;0.24;-0.26;0.16;-0.1;-0.26;52.34;-0.18;-0.08;-0.16;-0.26;0.16;0;-0.08;-0.08;-0.08;0.08;-0.32;0.32;0;0.08;0;0.34;-0.34;1.24;-0.18;-0.08;-0.16;-0.26;0.16;0;0;-0.1;0.08;0.1;0;0.26;0;-0.66;-0.9;-0.76;0;0.18;
545;-0.26;-0.66;-0.24;0.08;0;0;-0.34;0.84;-0.1;1.26;0;0.24;-0.08;-0.16;0;0;0.5;-0.08;-0.24;0.1;0.34;0.26;0.58;34.46;-0.08;0.08;0.26;0.5;-0.24;0.16;-0.26;0;0;0.18;-0.26;0;-0.16;-0.24;0;0.16;-1;0.42;-0.08;0.08;0.26;0.5;-0.24;0.16;-0.16;-0.16;0.08;0.24;0;-0.18;-0.24;-0.76;-0.34;1;0;0.66;
546;-0.24;2.24;-0.26;0.08;-0.08;0.16;0;0.08;-0.08;0.84;0.26;-1.08;-0.26;0;0.16;0.08;0.24;-0.08;-0.26;0;-0.24;0.16;-0.16;6.78;0;-0.26;-0.18;-0.24;0.08;0.26;-0.16;-0.1;0;0.24;-0.24;0;0;0.08;0;0;-0.84;1.18;0;-0.26;-0.18;-0.24;0.08;0.26;-0.08;-0.08;0;0.16;0;0.34;0;0.42;2.42;-0.66;-0.16;-0.58;
547;0.08;-0.26;-0.08;0.26;0.16;0.08;0;0.74;-0.42;0;-0.1;0.42;-0.08;0.08;0;-0.08;0.18;-0.18;0.26;0;0.08;0;0.26;10.34;0;-0.08;-0.08;-0.08;0.08;0;-0.08;-0.16;0.08;0.1;-0.34;0.08;-0.08;0;0;0;-1.16;0.82;0;-0.08;-0.08;-0.08;0.08;0;-0.18;-0.08;0;-0.08;-0.08;-0.16;0;0.5;-1.58;0.92;-0.1;0.24;
548;0.08;-0.9;-0.24;-0.34;-0.08;0.1;0.08;-1.42;-0.08;0.08;0.18;0.42;0;0.16;0.26;0.08;0.08;-0.16;-0.26;-0.1;0;0.26;-0.34;17.94;-0.16;0.16;0;0;-0.16;0.08;0;0;0;0.16;-0.26;-0.08;0;0.08;0.18;0.18;-0.76;1;-0.16;0.16;0;0;-0.16;0.08;0;-0.08;0.16;0;-0.1;0.08;-0.1;-1.92;-0.34;-0.68;0.1;-0.32;
549;-0.08;-0.34;-0.08;0.16;0;0;-0.24;2.34;-0.08;1.16;-0.08;-0.1;0;0.08;0.16;0.08;-0.08;0.34;-0.16;0;0.08;-0.08;0.16;5.26;0.16;0.1;0.16;0.08;-0.18;0.32;-0.26;0.16;0.08;0.42;-0.24;0.18;-0.1;-0.16;0;0.16;-1.16;0.92;0.16;0.1;0.16;0.08;-0.18;0.32;-0.08;0.08;0;0;0;0.08;-0.08;1.26;1;0.84;-0.18;1.42;
550;-0.26;-0.58;-0.34;-0.08;-0.26;0.16;0.42;-0.16;-0.08;0.34;0;-0.5;-0.26;0;0;0.08;0.08;0;0.08;-0.24;0;0.16;0;-6.18;-0.34;0;-0.08;0.08;0.26;-0.08;0;-0.08;-0.08;0.08;-0.34;-0.1;0;0.42;0;0.26;-1;0.92;-0.34;0;-0.08;0.08;0.26;-0.08;-0.24;-0.08;0.18;0.08;-0.16;0.08;-0.16;0.58;0.5;-0.76;-0.08;-0.42;
551;0.18;-0.26;0.08;0.18;0.18;0;-0.34;-0.76;0.08;-0.26;-0.26;0.5;-0.08;0.08;0.16;0.16;0.08;0.08;-0.34;0.16;0.16;0.08;0.18;12.78;0;-0.1;0;0.08;-0.18;0.18;-0.08;0;0;0.08;-0.34;0.18;-0.08;-0.42;-0.26;-0.26;-1.26;0.42;0;-0.1;0;0.08;-0.18;0.18;0.24;-0.08;0.16;0.08;0;0.08;0;0.08;0.16;0.34;0;-0.42;
552;-0.26;-0.58;-0.08;0.16;-0.1;-0.26;-0.42;0.26;-0.26;1.18;-0.16;-0.4;0;0.1;0;0.18;0.24;0.32;-0.16;-0.24;-0.16;0.26;0.4;1.42;-0.16;0;0.18;-0.08;-0.08;0.4;-0.18;-0.08;0;0.26;-0.16;0.16;-0.32;0.34;0;0.42;-0.74;1;-0.16;0;0.18;-0.08;-0.08;0.4;-0.42;0;-0.08;0.26;0;0.16;-0.08;-0.74;-1.42;-0.08;0.08;0.84;
553;-0.16;-0.08;-0.08;-0.08;-0.08;0.18;-0.16;0.74;-0.5;0.42;0.16;0.16;-0.18;-0.1;0.1;-0.18;0.18;0.1;0.08;-0.08;0.16;0.08;0.18;-0.66;-0.16;-0.24;-0.18;0.08;0;0.1;0.18;0;0;0.4;-0.34;0;-0.1;-0.26;-0.16;-0.08;-1.1;0.42;-0.16;-0.24;-0.18;0.08;0;0.1;0.1;-0.18;-0.08;0;-0.16;-0.32;-0.08;-1.18;0.42;-0.76;0;-0.84;
554;0.08;-0.32;-0.16;0.08;0;-0.08;0.08;-0.08;-0.08;-0.76;-0.16;-1.76;0;0.1;0.16;0.18;0.16;0.08;0;0;0.1;-0.08;-0.08;-4.6;-0.08;0.16;0.18;0.08;0.08;0.16;-0.18;-0.08;0;0.18;-0.16;-0.16;-0.16;0.08;-0.18;-0.08;-1.08;1;-0.08;0.16;0.18;0.08;0.08;0.16;-0.26;0;0.32;-0.08;0;0.24;-0.1;1.08;-0.5;1.68;-0.16;1.58;
555;-0.08;-0.42;0.24;-0.16;-0.08;0.16;-0.34;-0.16;-0.24;-0.76;-0.18;2.18;-0.24;-0.1;0.08;0.16;0.26;-0.08;-0.24;-0.26;0;0.16;0.32;3.58;0;-0.08;0.08;0.18;-0.24;0.16;-0.24;0;-0.08;0;-0.16;-0.08;-0.34;0.26;0;0.08;-1.08;0.34;0;-0.08;0.08;0.18;-0.24;0.16;0;-0.08;-0.24;0;0.08;0.08;-0.16;-0.58;2.6;1.92;0.08;-1.16;
556;-0.08;0.08;0;-0.1;0.16;-0.26;0;0.5;0;2.42;0.18;-0.76;-0.08;0.18;0.16;0;0.16;-0.1;-0.08;-0.08;0.08;-0.08;0.5;47.58;-0.26;0;-0.26;0;0.24;0.18;-0.16;0.16;-0.08;0.24;-0.18;-0.1;0;-0.18;-0.16;0;-0.76;0.58;-0.26;0;-0.26;0;0.24;0.18;-0.08;0.26;0.08;0;0;0.1;-0.24;1.18;-1.76;-3.68;0.08;1.32;
557;-0.08;-0.24;-0.16;0.18;0.1;0.1;0;0.92;-0.42;-1.32;0.16;0;0;0.16;0;0.16;0.5;0.1;0;0;-0.18;0.16;0.5;26.56;0;0;0.18;0.16;-0.08;0.08;0.08;-0.16;0;0.08;-0.16;0.1;-0.08;-0.08;-0.16;0;-0.24;0.58;0;0;0.18;0.16;-0.08;0.08;0.08;0.16;0.08;0.08;0.08;-0.1;0.24;-0.6;-0.84;1;0;-0.4;
558;-0.18;-0.1;0.08;0;-0.1;0.24;-0.08;0.5;-0.18;-0.34;-0.08;0;-0.34;-0.16;0.34;0.1;0;0.24;-0.34;0;0.18;0.26;0;24.54;-0.16;-0.08;-0.1;0;0.08;0;0.08;-0.16;0.08;0.1;-0.34;0;0;0.18;-0.08;0.16;0;0.58;-0.16;-0.08;-0.1;0;0.08;0;-0.24;-0.26;-0.08;0.16;0.08;0.26;-0.34;0.34;-0.42;-0.08;0.08;-0.84;
559;-0.08;0.18;-0.16;0;0;-0.16;0;-1.42;-0.24;0.42;0.08;-0.42;0.08;0;-0.24;0.08;0.34;-0.08;0.08;0;0;0.08;0.18;12.18;0;0;-0.08;0.16;0.18;0.24;-0.34;0;-0.16;0.32;-0.08;0.08;-0.16;-0.26;-0.26;0;-0.08;0.5;0;0;-0.08;0.16;0.18;0.24;-0.18;0.18;-0.08;0;-0.24;-0.08;-0.08;0.42;-0.16;1.34;0;3.16;
560;0.34;-0.26;4.64;0.08;0;-0.08;0;0.24;-0.34;-0.5;0.16;0.18;0.08;0.08;0;0.24;0.32;0.08;0;-0.26;-0.08;-0.08;0.32;8.76;0.08;-0.16;-0.08;0;-0.08;0;0.34;0;0.08;0.18;-0.24;0;0;0.08;-0.42;0.16;-0.42;0.68;0.08;-0.16;-0.08;0;-0.08;0;0.26;-0.08;0.08;0.26;0.08;0.16;0.08;0.34;0.76;-1.42;-0.08;0.6;
561;-0.08;-0.16;1;0.16;-0.16;0.16;0.08;1.84;-0.24;-0.34;0;-0.26;0;0.16;0.24;0;0.34;-0.08;0;0.1;0.08;0.16;0.1;11.44;-0.08;0.32;0.08;0.26;-0.1;0.6;0.08;0.08;-0.08;0.24;-0.34;0;-0.08;0.18;-0.16;-0.16;-0.5;0.42;-0.08;0.32;0.08;0.26;-0.1;0.6;-0.26;0;-0.26;0;0.08;0;0.18;-1.6;1.66;2.84;-0.16;-0.68;
562;0.08;0.08;-1.08;-0.16;-0.16;0.16;-0.16;0.26;-1.42;2.76;0.18;-0.32;-0.08;0;0.16;0.26;0.26;0.26;0;-0.1;0;0.34;0.32;-8.34;0.08;-0.08;-0.16;-0.08;-0.16;0;-0.16;-0.08;0;0.18;-0.16;0.24;0.08;-0.1;-0.18;0.08;-0.76;0.58;0.08;-0.08;-0.16;-0.08;-0.16;0;0.08;0.08;0.34;0;-0.08;-0.08;-0.42;1.1;-0.92;-0.34;0.16;0.34;
563;-0.08;0;-0.76;-0.16;0.08;-0.16;0.16;0.5;-1;-1.5;-0.18;1;-0.16;0;0;0.16;0.32;0.08;-0.16;-0.08;0.16;-0.18;0.1;-10.02;0.08;0.08;0.16;0.24;0.26;0.5;0.08;-0.1;-0.1;0.16;-0.1;0.08;0.16;-0.08;-0.24;0.08;-1.5;0.5;0.08;0.08;0.16;0.24;0.26;0.5;-0.16;0;0.08;-0.1;0.08;0.08;0.08;-0.5;1.08;-1;0;-0.66;
564;-0.1;0.16;-0.4;0.32;0;0;-0.08;0.92;-1.6;2.66;0.1;-0.42;-0.18;0;0.1;0;0.18;0.16;-0.18;-0.08;0.08;0.18;0.16;13.6;-0.16;-0.08;0;0.08;0.08;0.16;-0.08;0.1;0.18;0.16;-0.08;-0.16;-0.16;0.18;-0.26;-0.32;-0.92;0.34;-0.16;-0.08;0;0.08;0.08;0.16;0;0.4;0.18;0.18;0;-0.16;0;0.66;0.26;1.16;0.18;1.5;
565;0.1;-0.16;-0.34;-0.24;0.08;0;-0.24;-1.92;-0.66;0.34;-0.18;-0.26;0;0.08;0.08;0.34;0.4;-0.08;-0.08;-0.08;-0.16;-0.08;0.24;12.28;-0.18;-0.16;0;0.1;0.08;0.16;-0.08;0;-0.18;0.08;-0.24;0.16;-0.16;0.08;-0.32;0.16;-0.66;0.4;-0.18;-0.16;0;0.1;0.08;0.16;0;-0.16;-0.1;0.08;0;0.32;-0.16;3.66;-1.5;-0.92;-0.1;-0.5;
566;0;0;-0.58;0.16;-0.16;0;-0.1;1.66;-0.66;1.34;0.08;0.18;0;0.1;0.08;0.08;-0.08;-0.16;-0.32;0.08;0;0.24;-0.08;10.92;-0.08;-0.08;0.84;0.42;-0.26;0.18;0;0;0;0.34;-0.08;0;-0.18;-0.08;-0.26;0;-0.5;0.52;-0.08;-0.08;0.84;0.42;-0.26;0.18;-0.34;0.16;0.18;0;0.08;-0.16;0;-0.74;0.32;0.18;0.1;0.58;
567;0;0;-0.16;0.16;0;0;-0.08;0.34;-0.6;0.84;0.34;-0.42;-0.24;-0.1;0.08;0.16;0.26;0.08;0.08;-0.08;0.16;0.26;0.42;5.94;-0.24;0.24;3.92;0.08;0.1;0.32;-0.18;0;0;0.08;-0.1;-0.24;-0.08;-0.1;-0.16;0.42;-0.68;0.24;-0.24;0.24;3.92;0.08;0.1;0.32;0;0;-0.08;0.24;-0.08;0.16;0;1.34;0.52;0.74;-0.1;-1.26;
568;-0.1;0;-0.34;0.08;-0.18;0;0;-2.18;-0.66;0;-0.08;-0.34;0.08;0.18;-0.16;0.1;0.08;-0.08;-0.08;0;0;0;-0.08;-0.42;0;0.08;-0.84;0.24;-0.18;0.1;-0.24;-0.18;0.18;0.34;-0.16;-0.08;-0.16;0.18;-0.34;0;-0.74;0.34;0;0.08;-0.84;0.24;-0.18;0.1;0.08;0.1;0.16;-0.08;0.08;0;-0.1;-0.6;-0.76;0;0.18;0.5;
569;-0.24;-0.08;-0.08;0;0.1;0.16;-0.32;0.18;-0.34;0.82;0.16;-0.92;-0.18;-0.08;0.16;0.08;0.08;-0.18;0;-0.08;0;0.08;0.16;-1.1;-0.26;-0.16;0.42;-0.08;0.18;0.16;0;-0.08;-0.08;0;-0.42;0.16;-0.18;0;-0.16;0;-0.84;0.08;-0.26;-0.16;0.42;-0.08;0.18;0.16;-0.32;-0.1;-0.26;0.18;-0.16;0.18;-0.24;0.18;-0.26;1;-0.18;-0.58;
570;0.08;0.24;-0.34;-0.08;-0.1;0.08;-0.1;2.34;-0.42;1;0.08;0.92;-0.16;-0.1;0.26;0.08;0.08;0;-0.1;-0.26;0.18;0;0;3.84;0;-0.08;0.08;0.42;-0.34;0.58;-0.08;-0.16;0.08;0.16;-0.08;0;0;0;-0.42;-0.16;-0.66;0.42;0;-0.08;0.08;0.42;-0.34;0.58;0.08;0.26;0.26;0.08;0;0;0.08;-0.34;0.42;-2.08;0.26;-1.08;
571;0;-0.08;0.18;0;0.18;-0.08;0.18;0.66;-0.08;-1.24;-0.08;-1;0;0.18;0;-0.08;0.26;-0.08;0.1;0.08;0.08;0.24;0.58;5.76;0;0;-0.08;0.08;0.08;-0.16;-0.1;0.08;-0.18;0.08;-0.08;-0.08;-0.24;0.08;0;0;-0.76;0.5;0;0;-0.08;0.08;0.08;-0.16;0;0.08;0;0.08;0.08;0.16;-0.24;0.5;0.08;-0.5;-0.26;1.58;
572;0;0.26;-0.34;-0.08;-0.08;0.34;-0.08;-0.34;-0.16;0.82;0.26;0.58;0;0.08;0.16;0.24;0.16;-0.08;-0.26;-0.08;0.08;0;0.26;4.1;-0.16;-0.08;0.18;0.08;-0.08;0.32;-0.16;0.08;0.18;0.34;0.08;0.34;0;0;0;0.24;-0.84;0.42;-0.16;-0.08;0.18;0.08;-0.08;0.32;0;-0.08;0;0.16;0;-0.08;0;-0.34;-0.5;0.66;0.18;-1.58;
